"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
92,50.2,50.2,49.8,"Oberglatt ZH","Oberglatt (ZH)","Oberglatt ZH","Les habitants d'Oberglatt approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 50,2 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 56 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Oberglatt passe cette fois-ci du côté du oui."
93,56.6,56.6,43.4,"Oberweningen ZH","Oberweningen (ZH)","Oberweningen ZH","Les habitants d'Oberweningen acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 56,6 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 64 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Oberweningen passe cette fois-ci du côté du oui."
94,38.9,38.9,61.1,"Otelfingen ZH","Otelfingen (ZH)","Otelfingen ZH","Les habitants d'Otelfingen s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 61,1 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 79,6 pour cent de non. Les citoyens d'Otelfingen avaient déjà refusé la précédente révision de l'AVS en 2017."
95,18.8,18.8,81.2,"Regensberg ZH","Regensberg (ZH)","Regensberg ZH","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Regensberg avec 81,2 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 89,2 pour cent de non. Regensberg avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
96,16.9,16.9,83.1,"Regensdorf ZH","Regensdorf (ZH)","Regensdorf ZH","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Regensdorf avec 83,1 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53,4 pour cent de non. Les citoyens de Regensdorf avaient déjà refusé la précédente révision de l'AVS en 2017."
97,73.4,73.4,26.6,"Rümlang ZH","Rümlang (ZH)","Rümlang ZH","Les habitants de Rümlang acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 73,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,9 pour cent de non. Les citoyens de Rümlang avaient déjà refusé la précédente révision de l'AVS en 2017."
98,91.4,91.4,8.6,"Schleinikon ZH","Schleinikon (ZH)","Schleinikon ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Schleinikon avec 91,4 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 80,9 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schleinikon passe cette fois-ci du côté du oui."
99,83.3,83.3,16.7,"Schöfflisdorf ZH","Schöfflisdorf (ZH)","Schöfflisdorf ZH","Les habitants de Schöfflisdorf acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 83,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 53,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schöfflisdorf passe cette fois-ci du côté du oui."
100,58.1,58.1,41.9,"Stadel ZH","Stadel (ZH)","Stadel ZH","Les habitants de Stadel approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 58,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 90,2 pour cent de non. Les citoyens de Stadel avaient déjà refusé la précédente révision de l'AVS en 2017."
101,98.1,98.1,1.9,"Steinmaur ZH","Steinmaur (ZH)","Steinmaur ZH","Les habitants de Steinmaur acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 98,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 76 pour cent de non. Les citoyens de Steinmaur avaient déjà refusé la précédente révision de l'AVS en 2017."
102,78.9,78.9,21.1,"Weiach ZH","Weiach (ZH)","Weiach ZH","Les électeurs de Weiach valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,9 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58,6 pour cent de non. Les citoyens de Weiach avaient déjà refusé la précédente révision de l'AVS en 2017."
111,57.1,57.1,42.9,"Bäretswil ZH","Bäretswil (ZH)","Bäretswil ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Bäretswil avec 57,1 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 55,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Bäretswil passe cette fois-ci du côté du oui."
112,23.5,23.5,76.5,"Bubikon ZH","Bubikon (ZH)","Bubikon ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Bubikon avec 76,5 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 62,8 pour cent de non. Les citoyens de Bubikon avaient déjà refusé la précédente révision de l'AVS en 2017."
113,8.7,8.7,91.3,"Dürnten ZH","Dürnten (ZH)","Dürnten ZH","C'est non à 91,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Dürnten. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 80,9 pour cent de non. Les citoyens de Dürnten avaient déjà refusé la précédente révision de l'AVS en 2017."
114,54.8,54.8,45.2,"Fischenthal ZH","Fischenthal (ZH)","Fischenthal ZH","Les habitants de Fischenthal approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 54,8 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 71 pour cent de non. Les citoyens de Fischenthal avaient déjà refusé la précédente révision de l'AVS en 2017."
115,72.7,72.7,27.3,"Gossau ZH","Gossau (ZH)","Gossau ZH","Les électeurs de Gossau (ZH) valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 72,7 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 57 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gossau (ZH) passe cette fois-ci du côté du oui."
116,78.7,78.7,21.3,"Grüningen ZH","Grüningen (ZH)","Grüningen ZH","Les électeurs de Grüningen valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,7 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Grüningen passe cette fois-ci du côté du oui."
117,57.7,57.7,42.3,"Hinwil ZH","Hinwil (ZH)","Hinwil ZH","A Hinwil, les habitants disent oui à 57,7 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 53 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Hinwil passe cette fois-ci du côté du oui."
118,56,56,44,"Rüti ZH","Rüti (ZH)","Rüti ZH","A Rüti (ZH), les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 56 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 63,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rüti (ZH) passe cette fois-ci du côté du oui."
119,70.9,70.9,29.1,"Seegräben ZH","Seegräben (ZH)","Seegräben ZH","Les électeurs de Seegräben valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,9 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 52 pour cent de non. Seegräben avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
120,31.4,31.4,68.6,"Wald ZH","Wald (ZH)","Wald ZH","C'est non à 68,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Wald (ZH). Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 74,8 pour cent de oui. Les citoyens de Wald (ZH) avaient déjà refusé la précédente révision de l'AVS en 2017."
121,17.2,17.2,82.8,"Wetzikon ZH","Wetzikon (ZH)","Wetzikon ZH","A Wetzikon (ZH), les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 82,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 78,5 pour cent de oui. Les citoyens de Wetzikon (ZH) avaient déjà refusé la précédente révision de l'AVS en 2017."
131,9.1,9.1,90.9,"Adliswil ZH","Adliswil (ZH)","Adliswil ZH","Les habitants d'Adliswil s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 90,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 68 pour cent de non. Les citoyens d'Adliswil avaient déjà refusé la précédente révision de l'AVS en 2017."
135,95.2,95.2,4.8,"Kilchberg ZH","Kilchberg (ZH)","Kilchberg ZH","Les habitants de Kilchberg (ZH) acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 95,2 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 89,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Kilchberg (ZH) passe cette fois-ci du côté du oui."
136,39.5,39.5,60.5,"Langnau am Albis ZH","Langnau am Albis (ZH)","Langnau am Albis ZH","A Langnau am Albis, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 60,5 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 60,4 pour cent de non. Les citoyens de Langnau am Albis avaient déjà refusé la précédente révision de l'AVS en 2017."
137,21.4,21.4,78.6,"Oberrieden ZH","Oberrieden (ZH)","Oberrieden ZH","A Oberrieden, les habitants disent non à 78,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 66,5 pour cent de non. Les citoyens d'Oberrieden avaient déjà refusé la précédente révision de l'AVS en 2017."
138,76.5,76.5,23.5,"Richterswil ZH","Richterswil (ZH)","Richterswil ZH","Les habitants de Richterswil approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 76,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 71,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Richterswil passe cette fois-ci du côté du oui."
139,76.2,76.2,23.8,"Rüschlikon ZH","Rüschlikon (ZH)","Rüschlikon ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Rüschlikon avec 76,2 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 55,4 pour cent de non. Les citoyens de Rüschlikon avaient déjà refusé la précédente révision de l'AVS en 2017."
141,74.6,74.6,25.4,"Thalwil ZH","Thalwil (ZH)","Thalwil ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Thalwil avec 74,6 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 93,8 pour cent de non. Thalwil avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
151,90,90,10,"Erlenbach ZH","Erlenbach (ZH)","Erlenbach ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Erlenbach (ZH) avec 90 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 55,7 pour cent de non. Les citoyens d'Erlenbach (ZH) avaient déjà refusé la précédente révision de l'AVS en 2017."
152,39.7,39.7,60.3,"Herrliberg ZH","Herrliberg (ZH)","Herrliberg ZH","Les habitants de Herrliberg rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 60,3 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 94,7 pour cent de oui. Les citoyens de Herrliberg avaient déjà refusé la précédente révision de l'AVS en 2017."
153,94.9,94.9,5.1,"Hombrechtikon ZH","Hombrechtikon (ZH)","Hombrechtikon ZH","A Hombrechtikon, les habitants disent oui à 94,9 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 94,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Hombrechtikon passe cette fois-ci du côté du oui."
154,57.3,57.3,42.7,"Küsnacht ZH","Küsnacht (ZH)","Küsnacht ZH","A Küsnacht (ZH), les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 57,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58,1 pour cent de non. Les citoyens de Küsnacht (ZH) avaient déjà refusé la précédente révision de l'AVS en 2017."
155,46.6,46.6,53.4,"Männedorf ZH","Männedorf (ZH)","Männedorf ZH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Männedorf avec 53,4 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 99,4 pour cent de oui. Les citoyens de Männedorf avaient déjà refusé la précédente révision de l'AVS en 2017."
156,28.6,28.6,71.4,"Meilen ZH","Meilen (ZH)","Meilen ZH","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Meilen avec 71,4 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 66,2 pour cent de oui. Les citoyens de Meilen avaient déjà refusé la précédente révision de l'AVS en 2017."
