"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
91,10,10,90,"Niederweningen ZH","Niederweningen (ZH)","Niederweningen ZH","Con il 90 percento di ""no"", i cittadini del comune di Niederweningen hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 66,4 percento dei voti. Niederweningen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
92,50.2,50.2,49.8,"Oberglatt ZH","Oberglatt (ZH)","Oberglatt ZH","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Oberglatt: i cittadini hanno approvato il testo con il 50,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56 percento dei voti. Oberglatt ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
93,56.6,56.6,43.4,"Oberweningen ZH","Oberweningen (ZH)","Oberweningen ZH","Nel comune di Oberweningen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 56,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64 percento dei voti. Oberweningen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
94,38.9,38.9,61.1,"Otelfingen ZH","Otelfingen (ZH)","Otelfingen ZH","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Otelfingen: i cittadini hanno bocciato il testo con il 61,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 20,4 percento dei voti. A Otelfingen come nel 2017 gli elettroi hanno detto no - con il 56 percento dei voti – alla riforma dell'AVS."
95,18.8,18.8,81.2,"Regensberg ZH","Regensberg (ZH)","Regensberg ZH","A Regensberg i cittadini hanno respinto, con il 81,2 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 10,8 percento dei voti. Regensberg ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
96,16.9,16.9,83.1,"Regensdorf ZH","Regensdorf (ZH)","Regensdorf ZH","A Regensdorf i cittadini hanno respinto, con il 83,1 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 46,6 percento dei voti. A Regensdorf come nel 2017 gli elettroi hanno detto no - con il 59 percento dei voti – alla riforma dell'AVS."
97,73.4,73.4,26.6,"Rümlang ZH","Rümlang (ZH)","Rümlang ZH","Nel comune di Rümlang l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 73,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 46,1 percento dei voti. A Rümlang come nel 2017 gli elettroi hanno detto no - con il 58,4 percento dei voti – alla riforma dell'AVS."
98,91.4,91.4,8.6,"Schleinikon ZH","Schleinikon (ZH)","Schleinikon ZH","Da Schleinikon è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 91,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 80,9 percento dei voti. Schleinikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
99,83.3,83.3,16.7,"Schöfflisdorf ZH","Schöfflisdorf (ZH)","Schöfflisdorf ZH","Nel comune di Schöfflisdorf l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 83,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 53,7 percento dei voti. Schöfflisdorf ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
100,58.1,58.1,41.9,"Stadel ZH","Stadel (ZH)","Stadel ZH","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Stadel: i cittadini hanno approvato il testo con il 58,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 9,8 percento dei voti. A Stadel come nel 2017 gli elettroi hanno detto no - con il 60,3 percento dei voti – alla riforma dell'AVS."
101,98.1,98.1,1.9,"Steinmaur ZH","Steinmaur (ZH)","Steinmaur ZH","Nel comune di Steinmaur l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 98,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 24 percento dei voti. A Steinmaur come nel 2017 gli elettroi hanno detto no - con il 59,5 percento dei voti – alla riforma dell'AVS."
102,78.9,78.9,21.1,"Weiach ZH","Weiach (ZH)","Weiach ZH","A Weiach i cittadini hanno accolto, con il 78,9 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 41,4 percento dei voti. A Weiach come nel 2017 gli elettroi hanno detto no - con il 65,7 percento dei voti – alla riforma dell'AVS."
111,57.1,57.1,42.9,"Bäretswil ZH","Bäretswil (ZH)","Bäretswil ZH","Da Bäretswil è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 57,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,4 percento dei voti. Bäretswil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
112,23.5,23.5,76.5,"Bubikon ZH","Bubikon (ZH)","Bubikon ZH","Da Bubikon è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 76,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 37,2 percento dei voti. A Bubikon come nel 2017 gli elettroi hanno detto no - con il 56,3 percento dei voti – alla riforma dell'AVS."
113,8.7,8.7,91.3,"Dürnten ZH","Dürnten (ZH)","Dürnten ZH","Con il 91,3 percento di ""no"", i cittadini del comune di Dürnten hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 19,1 percento dei voti. A Dürnten come nel 2017 gli elettroi hanno detto no - con il 59,7 percento dei voti – alla riforma dell'AVS."
114,54.8,54.8,45.2,"Fischenthal ZH","Fischenthal (ZH)","Fischenthal ZH","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Fischenthal: i cittadini hanno approvato il testo con il 54,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 29 percento dei voti. A Fischenthal come nel 2017 gli elettroi hanno detto no - con il 61,9 percento dei voti – alla riforma dell'AVS."
115,72.7,72.7,27.3,"Gossau ZH","Gossau (ZH)","Gossau ZH","A Gossau ZH i cittadini hanno accolto, con il 72,7 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 57 percento dei voti. Gossau ZH ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
116,78.7,78.7,21.3,"Grüningen ZH","Grüningen (ZH)","Grüningen ZH","A Grüningen i cittadini hanno accolto, con il 78,7 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 50,5 percento dei voti. Grüningen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
117,57.7,57.7,42.3,"Hinwil ZH","Hinwil (ZH)","Hinwil ZH","Nel comune di Hinwil l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 57,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 53 percento dei voti. Hinwil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
118,56,56,44,"Rüti ZH","Rüti (ZH)","Rüti ZH","I cittadini di Rüti ZH si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 56 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 63,7 percento dei voti. Rüti ZH ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
119,70.9,70.9,29.1,"Seegräben ZH","Seegräben (ZH)","Seegräben ZH","A Seegräben i cittadini hanno accolto, con il 70,9 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 48 percento dei voti. Seegräben ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
120,31.4,31.4,68.6,"Wald ZH","Wald (ZH)","Wald ZH","Con il 68,6 percento di ""no"", i cittadini del comune di Wald ZH hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 74,8 percento dei voti. A Wald ZH come nel 2017 gli elettroi hanno detto no - con il 56,1 percento dei voti – alla riforma dell'AVS."
121,17.2,17.2,82.8,"Wetzikon ZH","Wetzikon (ZH)","Wetzikon ZH","I cittadini di Wetzikon ZH si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 82,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 78,5 percento dei voti. A Wetzikon ZH come nel 2017 gli elettroi hanno detto no - con il 55,7 percento dei voti – alla riforma dell'AVS."
131,9.1,9.1,90.9,"Adliswil ZH","Adliswil (ZH)","Adliswil ZH","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Adliswil: i cittadini hanno bocciato il testo con il 90,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 32 percento dei voti. A Adliswil come nel 2017 gli elettroi hanno detto no - con il 50,9 percento dei voti – alla riforma dell'AVS."
135,95.2,95.2,4.8,"Kilchberg ZH","Kilchberg (ZH)","Kilchberg ZH","Nel comune di Kilchberg ZH l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 95,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 89,5 percento dei voti. Kilchberg ZH ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
136,39.5,39.5,60.5,"Langnau am Albis ZH","Langnau am Albis (ZH)","Langnau am Albis ZH","I cittadini di Langnau am Albis si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 60,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 39,6 percento dei voti. A Langnau am Albis come nel 2017 gli elettroi hanno detto no - con il 51,9 percento dei voti – alla riforma dell'AVS."
137,21.4,21.4,78.6,"Oberrieden ZH","Oberrieden (ZH)","Oberrieden ZH","Nel comune di Oberrieden l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 78,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 33,5 percento dei voti. A Oberrieden come nel 2017 gli elettroi hanno detto no - con il 52,1 percento dei voti – alla riforma dell'AVS."
138,76.5,76.5,23.5,"Richterswil ZH","Richterswil (ZH)","Richterswil ZH","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Richterswil: i cittadini hanno approvato il testo con il 76,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 71,2 percento dei voti. Richterswil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
139,76.2,76.2,23.8,"Rüschlikon ZH","Rüschlikon (ZH)","Rüschlikon ZH","Da Rüschlikon è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 76,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 44,6 percento dei voti. A Rüschlikon come nel 2017 gli elettroi hanno detto no - con il 54,4 percento dei voti – alla riforma dell'AVS."
141,74.6,74.6,25.4,"Thalwil ZH","Thalwil (ZH)","Thalwil ZH","Da Thalwil è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 74,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 6,2 percento dei voti. Thalwil ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
151,90,90,10,"Erlenbach ZH","Erlenbach (ZH)","Erlenbach ZH","Da Erlenbach ZH è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 90 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 44,3 percento dei voti. A Erlenbach ZH come nel 2017 gli elettroi hanno detto no - con il 56,9 percento dei voti – alla riforma dell'AVS."
152,39.7,39.7,60.3,"Herrliberg ZH","Herrliberg (ZH)","Herrliberg ZH","Nel comune di Herrliberg l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 60,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 94,7 percento dei voti. A Herrliberg come nel 2017 gli elettroi hanno detto no - con il 60,9 percento dei voti – alla riforma dell'AVS."
153,94.9,94.9,5.1,"Hombrechtikon ZH","Hombrechtikon (ZH)","Hombrechtikon ZH","Nel comune di Hombrechtikon l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 94,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 94,7 percento dei voti. Hombrechtikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
154,57.3,57.3,42.7,"Küsnacht ZH","Küsnacht (ZH)","Küsnacht ZH","I cittadini di Küsnacht ZH si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 57,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 41,9 percento dei voti. A Küsnacht ZH come nel 2017 gli elettroi hanno detto no - con il 57,2 percento dei voti – alla riforma dell'AVS."
155,46.6,46.6,53.4,"Männedorf ZH","Männedorf (ZH)","Männedorf ZH","Da Männedorf è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 53,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 99,4 percento dei voti. A Männedorf come nel 2017 gli elettroi hanno detto no - con il 50,7 percento dei voti – alla riforma dell'AVS."
156,28.6,28.6,71.4,"Meilen ZH","Meilen (ZH)","Meilen ZH","A Meilen i cittadini hanno respinto, con il 71,4 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece accettata con il 66,2 percento dei voti. A Meilen come nel 2017 gli elettroi hanno detto no - con il 54,7 percento dei voti – alla riforma dell'AVS."
157,60.5,60.5,39.5,"Oetwil am See ZH","Oetwil am See (ZH)","Oetwil am See ZH","Con il 60,5 percento di ""sì"", i cittadini del comune di Oetwil am See hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 57,8 percento dei voti. Oetwil am See ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
158,57.8,57.8,42.2,"Stäfa ZH","Stäfa (ZH)","Stäfa ZH","Con il 57,8 percento di ""sì"", i cittadini del comune di Stäfa hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 13,5 percento dei voti. A Stäfa come nel 2017 gli elettroi hanno detto no - con il 50,6 percento dei voti – alla riforma dell'AVS."
159,52,52,48,"Uetikon am See ZH","Uetikon am See (ZH)","Uetikon am See ZH","A Uetikon am See i cittadini hanno accolto, con il 52 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 68,3 percento dei voti. Uetikon am See ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
160,71.5,71.5,28.5,"Zumikon ZH","Zumikon (ZH)","Zumikon ZH","Da Zumikon è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 71,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 17,1 percento dei voti. A Zumikon come nel 2017 gli elettroi hanno detto no - con il 60,9 percento dei voti – alla riforma dell'AVS."
161,16.6,16.6,83.4,"Zollikon ZH","Zollikon (ZH)","Zollikon ZH","Con il 83,4 percento di ""no"", i cittadini del comune di Zollikon hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 81,3 percento dei voti. A Zollikon come nel 2017 gli elettroi hanno detto no - con il 55,5 percento dei voti – alla riforma dell'AVS."
