"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
93,71.8,71.8,28.2,"Oberweningen ZH","Oberweningen (ZH)","Oberweningen ZH","Nel comune di Oberweningen l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 71,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 48,6 percento dei voti. A Oberweningen come nel 2017 gli elettroi hanno detto no - con il 55,6 percento dei voti – alla riforma dell'AVS."
94,54.4,54.4,45.6,"Otelfingen ZH","Otelfingen (ZH)","Otelfingen ZH","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Otelfingen: i cittadini hanno approvato il testo con il 54,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 52,4 percento dei voti. Otelfingen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
95,43.1,43.1,56.9,"Regensberg ZH","Regensberg (ZH)","Regensberg ZH","A Regensberg i cittadini hanno respinto, con il 56,9 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 50,7 percento dei voti. Regensberg ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
96,74.4,74.4,25.6,"Regensdorf ZH","Regensdorf (ZH)","Regensdorf ZH","A Regensdorf i cittadini hanno accolto, con il 74,4 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 65,4 percento dei voti. Regensdorf ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
97,73.9,73.9,26.1,"Rümlang ZH","Rümlang (ZH)","Rümlang ZH","Nel comune di Rümlang l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 73,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 80,6 percento dei voti. Rümlang ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
98,62.5,62.5,37.5,"Schleinikon ZH","Schleinikon (ZH)","Schleinikon ZH","Da Schleinikon è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 62,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 4,8 percento dei voti. A Schleinikon come nel 2017 gli elettroi hanno detto no - con il 55,7 percento dei voti – alla riforma dell'AVS."
99,30.2,30.2,69.8,"Schöfflisdorf ZH","Schöfflisdorf (ZH)","Schöfflisdorf ZH","Nel comune di Schöfflisdorf l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 69,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 41 percento dei voti. A Schöfflisdorf come nel 2017 gli elettroi hanno detto no - con il 54,6 percento dei voti – alla riforma dell'AVS."
100,51.8,51.8,48.2,"Stadel ZH","Stadel (ZH)","Stadel ZH","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Stadel: i cittadini hanno approvato il testo con il 51,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 36,8 percento dei voti. A Stadel come nel 2017 gli elettroi hanno detto no - con il 60,3 percento dei voti – alla riforma dell'AVS."
101,42,42,58,"Steinmaur ZH","Steinmaur (ZH)","Steinmaur ZH","Nel comune di Steinmaur l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 58 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 62,3 percento dei voti. A Steinmaur come nel 2017 gli elettroi hanno detto no - con il 59,5 percento dei voti – alla riforma dell'AVS."
102,93,93,7,"Weiach ZH","Weiach (ZH)","Weiach ZH","A Weiach i cittadini hanno accolto, con il 93 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 42,8 percento dei voti. A Weiach come nel 2017 gli elettroi hanno detto no - con il 65,7 percento dei voti – alla riforma dell'AVS."
111,57.9,57.9,42.1,"Bäretswil ZH","Bäretswil (ZH)","Bäretswil ZH","Da Bäretswil è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 57,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 69,1 percento dei voti. Bäretswil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
112,66.6,66.6,33.4,"Bubikon ZH","Bubikon (ZH)","Bubikon ZH","Da Bubikon è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 66,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 50,1 percento dei voti. Bubikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
113,39.8,39.8,60.2,"Dürnten ZH","Dürnten (ZH)","Dürnten ZH","Con il 60,2 percento di ""no"", i cittadini del comune di Dürnten hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 57,4 percento dei voti. A Dürnten come nel 2017 gli elettroi hanno detto no - con il 59,7 percento dei voti – alla riforma dell'AVS."
114,32,32,68,"Fischenthal ZH","Fischenthal (ZH)","Fischenthal ZH","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Fischenthal: i cittadini hanno bocciato il testo con il 68 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 40,2 percento dei voti. A Fischenthal come nel 2017 gli elettroi hanno detto no - con il 61,9 percento dei voti – alla riforma dell'AVS."
115,40.4,40.4,59.6,"Gossau ZH","Gossau (ZH)","Gossau ZH","A Gossau ZH i cittadini hanno respinto, con il 59,6 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 74,2 percento dei voti. A Gossau ZH come nel 2017 gli elettroi hanno detto no - con il 58,3 percento dei voti – alla riforma dell'AVS."
116,99.8,99.8,0.2,"Grüningen ZH","Grüningen (ZH)","Grüningen ZH","Grüningen si piazza al secondo posto fra i maggiori favorevoli all'aumento dell'età pensionabile delle donne a 65 anni. I suoi cittadini hanno detto ""sì"" con il 99,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64,3 percento dei voti. Grüningen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
117,3.4,3.4,96.6,"Hinwil ZH","Hinwil (ZH)","Hinwil ZH","Nel comune di Hinwil l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 96,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 58,1 percento dei voti. A Hinwil come nel 2017 gli elettroi hanno detto no - con il 60,5 percento dei voti – alla riforma dell'AVS."
118,97.2,97.2,2.8,"Rüti ZH","Rüti (ZH)","Rüti ZH","I cittadini di Rüti ZH si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 97,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 40,3 percento dei voti. A Rüti ZH come nel 2017 gli elettroi hanno detto no - con il 56,2 percento dei voti – alla riforma dell'AVS."
119,30.7,30.7,69.3,"Seegräben ZH","Seegräben (ZH)","Seegräben ZH","A Seegräben i cittadini hanno respinto, con il 69,3 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 46,1 percento dei voti. Seegräben ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
120,95.5,95.5,4.5,"Wald ZH","Wald (ZH)","Wald ZH","Con il 95,5 percento di ""sì"", i cittadini del comune di Wald ZH hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 45,2 percento dei voti. A Wald ZH come nel 2017 gli elettroi hanno detto no - con il 56,1 percento dei voti – alla riforma dell'AVS."
121,32.3,32.3,67.7,"Wetzikon ZH","Wetzikon (ZH)","Wetzikon ZH","I cittadini di Wetzikon ZH si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 67,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 39,3 percento dei voti. A Wetzikon ZH come nel 2017 gli elettroi hanno detto no - con il 55,7 percento dei voti – alla riforma dell'AVS."
131,50.2,50.2,49.8,"Adliswil ZH","Adliswil (ZH)","Adliswil ZH","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Adliswil: i cittadini hanno approvato il testo con il 50,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 51 percento dei voti. Adliswil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
135,7.2,7.2,92.8,"Kilchberg ZH","Kilchberg (ZH)","Kilchberg ZH","Nel comune di Kilchberg ZH l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 92,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 77,5 percento dei voti. A Kilchberg ZH come nel 2017 gli elettroi hanno detto no - con il 52,9 percento dei voti – alla riforma dell'AVS."
136,55.6,55.6,44.4,"Langnau am Albis ZH","Langnau am Albis (ZH)","Langnau am Albis ZH","I cittadini di Langnau am Albis si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 55,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 9,1 percento dei voti. A Langnau am Albis come nel 2017 gli elettroi hanno detto no - con il 51,9 percento dei voti – alla riforma dell'AVS."
137,10.8,10.8,89.2,"Oberrieden ZH","Oberrieden (ZH)","Oberrieden ZH","Nel comune di Oberrieden l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 89,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 78,2 percento dei voti. A Oberrieden come nel 2017 gli elettroi hanno detto no - con il 52,1 percento dei voti – alla riforma dell'AVS."
138,25,25,75,"Richterswil ZH","Richterswil (ZH)","Richterswil ZH","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Richterswil: i cittadini hanno bocciato il testo con il 75 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 38,5 percento dei voti. A Richterswil come nel 2017 gli elettroi hanno detto no - con il 52,4 percento dei voti – alla riforma dell'AVS."
139,54.6,54.6,45.4,"Rüschlikon ZH","Rüschlikon (ZH)","Rüschlikon ZH","Da Rüschlikon è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 54,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 34,8 percento dei voti. A Rüschlikon come nel 2017 gli elettroi hanno detto no - con il 54,4 percento dei voti – alla riforma dell'AVS."
141,40.8,40.8,59.2,"Thalwil ZH","Thalwil (ZH)","Thalwil ZH","Da Thalwil è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 59,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 47,1 percento dei voti. Thalwil ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
151,43.7,43.7,56.3,"Erlenbach ZH","Erlenbach (ZH)","Erlenbach ZH","Da Erlenbach ZH è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 56,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 23,2 percento dei voti. A Erlenbach ZH come nel 2017 gli elettroi hanno detto no - con il 56,9 percento dei voti – alla riforma dell'AVS."
152,11.1,11.1,88.9,"Herrliberg ZH","Herrliberg (ZH)","Herrliberg ZH","Nel comune di Herrliberg l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 88,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 73,4 percento dei voti. A Herrliberg come nel 2017 gli elettroi hanno detto no - con il 60,9 percento dei voti – alla riforma dell'AVS."
153,37,37,63,"Hombrechtikon ZH","Hombrechtikon (ZH)","Hombrechtikon ZH","Nel comune di Hombrechtikon l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 63 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 65,1 percento dei voti. A Hombrechtikon come nel 2017 gli elettroi hanno detto no - con il 57,1 percento dei voti – alla riforma dell'AVS."
154,58.6,58.6,41.4,"Küsnacht ZH","Küsnacht (ZH)","Küsnacht ZH","I cittadini di Küsnacht ZH si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 58,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 42,5 percento dei voti. A Küsnacht ZH come nel 2017 gli elettroi hanno detto no - con il 57,2 percento dei voti – alla riforma dell'AVS."
155,70.8,70.8,29.2,"Männedorf ZH","Männedorf (ZH)","Männedorf ZH","Da Männedorf è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 70,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 67,5 percento dei voti. Männedorf ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
156,27.9,27.9,72.1,"Meilen ZH","Meilen (ZH)","Meilen ZH","A Meilen i cittadini hanno respinto, con il 72,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 71,4 percento dei voti. A Meilen come nel 2017 gli elettroi hanno detto no - con il 54,7 percento dei voti – alla riforma dell'AVS."
157,61.6,61.6,38.4,"Oetwil am See ZH","Oetwil am See (ZH)","Oetwil am See ZH","Con il 61,6 percento di ""sì"", i cittadini del comune di Oetwil am See hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 15,4 percento dei voti. A Oetwil am See come nel 2017 gli elettroi hanno detto no - con il 60,8 percento dei voti – alla riforma dell'AVS."
158,18.6,18.6,81.4,"Stäfa ZH","Stäfa (ZH)","Stäfa ZH","Con il 81,4 percento di ""no"", i cittadini del comune di Stäfa hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 79 percento dei voti. A Stäfa come nel 2017 gli elettroi hanno detto no - con il 50,6 percento dei voti – alla riforma dell'AVS."
159,60.8,60.8,39.2,"Uetikon am See ZH","Uetikon am See (ZH)","Uetikon am See ZH","A Uetikon am See i cittadini hanno accolto, con il 60,8 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 84,5 percento dei voti. Uetikon am See ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
160,98,98,2,"Zumikon ZH","Zumikon (ZH)","Zumikon ZH","Da Zumikon è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 98 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 89,9 percento dei voti. Zumikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
161,76.2,76.2,23.8,"Zollikon ZH","Zollikon (ZH)","Zollikon ZH","Con il 76,2 percento di ""sì"", i cittadini del comune di Zollikon hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,2 percento dei voti. Zollikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
172,66.9,66.9,33.1,"Fehraltorf ZH","Fehraltorf (ZH)","Fehraltorf ZH","Con il 66,9 percento di ""sì"", i cittadini del comune di Fehraltorf hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 55 percento dei voti. Fehraltorf ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
